""	"67.AV770T"	"35.AV590"	"25.AV608"	"18.AV863"	"06.AV996"	"91.AV609"	"19.AV864"	"79.AV567"	"82.AV579"	"55.AV717T"	"40.AV521"	"10.AV587"	"12.AV596"	"01.AV967"	"34.AV589"	"03.AV971"	"49.AV555T"	"84.AV803"	"52.AV612TA"	"68.AV791T"	"94.AV802"	"24.AV580"	"69.AV782.2T"	"93.AV611"	"44.AV543"	"36.AV591"	"75.AV794TA"	"80.AV568"	"66.AV604T"	"04.AV972"	"02.AV968"	"45.AV571"	"92.AV610"	"08.AV583"	"76.AV833T"	"56.AV718T"	"17.AV817"	"11.AV588"	"50.AV555TA"	"53.AV650T"	"71.AV604TA"	"81.AV570"	"70.AV794T"	"86.AV866"	"54.AV650TA"	"42.AV541"	"73.AV791TA"	"74.AV782.2TA"	"43.AV542"	"83.AV814"	"13.AV597"	"05.AV974"	"09.AV584"	"41.AV527"	"51.AV612T"	"32.AV572"	"85.AV865"	"33.AV586"	"37.AV598"	"16.AV816"	"48.AV551T"	"72.AV770TA"
"o__Candidatus Carsonella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Chloroplast"	0	0	0	0	0	0.00796231172450401	0	0	0.0104216603789316	0	0	0	0	0.00315706393054459	0	0	0	0	0	0	0	0.00176881577783674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Clostridiales"	57.1039192957173	77.8318276580959	82.6383113540058	83.9300080450523	85.400722962191	82.1471700617079	72.0749936660755	70.1197313345663	87.6586697792693	71.9759724846195	65.0977879941214	65.890794539727	73.198568243164	62.5572217837411	77.6151265629765	76.0007192950908	53.1159036782217	71.4640198511166	43.0378427940318	51.339372876723	61.2077751892836	87.9384452109313	57.8769494999862	81.2795365618172	57.4485346313761	85.2207774463143	69.1611912279205	75.142527037521	33.7749081598575	65.7099380837444	69.288123557607	74.0561271831247	79.1380842772169	76.7437192653798	52.1025285763769	31.3111873483391	77.3819886173418	72.7655440414508	64.3970906048847	45.908334258129	34.540422096644	66.0046244145373	54.4184874554551	80.6753026120195	58.3347294354163	60.4248183342649	47.7557525649965	65.7033026747439	80.3464961548432	76.0171411683578	48.8688201208236	73.3382652117625	71.3918745352532	62.3152516747908	28.5949076489617	68.3204339485347	72.2928154719092	70.823185582075	81.9900794390781	82.7764445264907	48.585528872309	55.5622829667883
"o__Coriobacteriales"	0.0156646511482189	0	0.0884453420986628	0.0301689460981497	0.0195395186765233	0.120761727821644	0.0152014187990879	0.0506181251825173	0.07920461887988	0.0968851426633726	0.118702189395937	0.105005250262513	0.0586785588545945	0.208366219415943	0.0101657009250788	0.255349757237907	0.482931992590633	0.0261198902964608	0.116695840626824	0.0292865789370924	0.134682585905649	0.136198814893429	0.0193911188675586	0.0711418263123126	0.0887333941790893	0.00910891990982169	0.0554654834030207	0.00378809402049359	0.0473115885561616	0.0734599643194459	0.0557936648829601	0.032991731447306	0.0660908407210739	0.0936674137758004	0.200900588846554	0.983181323738599	0.0736524941412789	0.0550518134715026	0.123161294820254	0.0155365664188214	0.071118287010341	0.0133396573190253	0.0467945718296678	0.0212359311955829	0.0380755113541175	0.0813049443569287	0.105588205996613	0.00603779660675831	0.0691264149313056	0.0147768692739632	0.157193934163482	0.0554836323284631	0.0439397012100318	0.0521335661965957	0.106960242095377	0.0198452073824172	0.0186472735022243	0.157368204129042	0.0522134785365308	0.0443049658482555	0.769410118908837	0.119312616864037
"o__Deferribacterales"	0.773833766722015	4.77265958502929	4.29817961004845	4.40466613032985	4.2009965154525	0.200384845066684	0.942487965543451	1.06492747980142	2.59707776642975	5.48854333188006	0.45219881674643	4.95274763738187	1.54031216993311	3.75374901341752	2.07041442174105	5.40909908289876	0.241465996295316	6.08593443907536	0.77727765274652	0.333866999882854	0.378567268491555	1.71575130450164	0.534640848776974	2.86599928858174	3.7597606733597	2.25673490765832	2.39781551326905	1.84290774097013	0.384058777691194	3.72809318921188	9.13494458674647	2.18776419159948	0.656350418195492	0.0936674137758004	0.820921371666089	7.09564053217304	0.917308336123201	1.34391191709845	1.19443217995492	1.21851070913328	0.232576019682466	0.942669117211122	8.32943378568086	1.34211085156084	3.93700787401575	1.70486305198435	0.53790218149218	0.434721355686598	3.25326190270457	9.090237415033	0.471581802490445	3.57314592195302	0.878794024200635	1.28769908505591	0.14087446519879	2.28881391810544	0.285036894962572	1.47251676720746	1.93189870585164	5.67841978955141	0.722779202611331	0.612590152257145
"o__Desulfovibrionales"	0.67044706914377	0.630398093914425	0.492389740340317	0.408956824886028	0.527567004266128	0.416694313582377	0.369901190777806	0.926701061033778	0.533589011401296	1.17553973098225	0.220446923163884	0.336016800840041	0.586785588545946	0.732438831886345	0.518450747179019	1.1436791943895	0.0396930404869013	0.688912106569152	0.843960990247562	0.246007263071577	0.531450203843914	0.505881312461307	0.626056123438323	0.459881091518878	0.892404421458271	0.316534966866304	0.597320590494069	0.393961778131334	0.0890571078704218	0.671633959492077	0.707565113742994	0.859847000845413	0.515052758722851	0.143846385441408	0.803602355386214	3.38465400384905	0.184131235353197	0.553756476683937	0.392721864615527	1.16524248141161	0.134548110560105	0.20898796466473	0.428350311363882	0.424718623911659	1.14683440198602	0.50561512271965	0.402430520968224	0.446796948900115	0.619977533915147	0.531967293862673	0.200345210208359	0.754577399667099	0.429257081051849	0.818496989286552	0.310445580715851	1.05179599126811	0.820480034097871	0.23230544419049	0.432625965016969	0.299058519475724	1.83803528406	0.635740361499421
"o__Enterobacteriales"	0.0219305116075065	0	0	0	0	0	0	0	0.0104216603789316	0.0177622761549516	0	0	0.0234714235418379	0	0	0	0	0	0.147953655080437	0.00195243859580616	0.00364006988934188	0	0	0	0	0	0	0	2.76355337860403	0.00524714030853185	0	0.0247437985854795	0	0.00669052955541432	0.0381018358157257	0	0	0	0	0.035512151814449	0.791911736439473	0	0	0	0.0045690613624941	0.00254077951115402	0	0	0.0475244102652726	0	0	0	0	0	0.109569028487947	0	0	0.00749372400614485	0	0	0.0427450066060465	0.00890392663164456
"o__Erysipelotrichales"	0.266299069519722	0.0819021145636851	0.339260491333677	0.187717886832932	0.120493698505227	0.456505872204897	0.450975424372941	0.138226418767643	0.125059924547179	6.3734276348722	0.631194181708558	0.23451172558628	0.187771388334703	0.176795580110497	0.0406628037003152	0.377629922675778	20.1012172532416	0.643202298550346	8.408352088022	0.25967433324222	0.728013977868375	0.123817104448572	0.155128950940469	0.330301336450023	3.46060237298449	0.0409901395941976	0.236794948374435	0.113642820614808	13.375264388289	0.120684227096233	0.0760822702949455	0.449512340969544	0.373755099250211	0.986853109423611	0.211291998614479	6.17939921345495	0.294609976565115	0.327072538860103	10.2572444403132	1.5203639995561	15.0905316572483	0.211952332957847	0.31316367301393	0.441707368868125	0.775217411169832	0.294730423293866	0.247036557426038	0.205285084629782	0.181456839194677	0.0591074770958526	0.428430526445568	0.665803587941558	0.155478942743189	0.278914579151787	13.1274131274131	0.201759608387908	0.431551186765763	0.318483270261157	0.458732704285235	0.140299058519476	4.85738711432346	0.422046122339952
"o__Family I"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Flavobacteriales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Lactobacillales"	5.02522008834863	0.208478109798472	0.432986152363603	0.23799946366318	3.17517178493503	1.84062106031451	0.70433240435774	1.0707680327071	1.68205598515956	3.93515154451065	4.41459094848702	6.3913195659783	3.91972773148691	13.0449881610103	0.172816915726339	9.42995864053228	3.67822175178619	1.95246179966044	9.06476619154789	15.531649029638	4.23704135119394	0.992305651366411	9.00301947422366	0.48020732760811	9.6795456850218	0.138911028624781	12.4648007509173	3.43769532359793	14.107202493599	5.86892643509288	8.42484339732697	3.57341691238633	0.3236172200825	7.46997624862008	22.3242119847592	23.6842105263158	5.17910947438902	6.28562176165804	4.00622777868147	14.2825435578737	18.3292968900166	1.71488705756803	19.2181706921998	0.509662348693991	9.0391263954675	7.18024289852126	23.7752764219544	4.44381830257412	1.16866845243239	1.50724066594424	16.1385772407841	10.9894581098576	8.2809436895829	9.48830904778042	9.93425858290723	2.06390156777138	0.487493007272436	0.209824272172056	0.111886025435423	0.546427912128484	18.0267350586772	12.9676787463271
"o__Neisseriales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0417405822811228	0	0	0	0	0	0	0
"o__Oceanospirillales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Pseudomonadales"	0	0	0	0.00335210512201663	0	0	0.0152014187990879	0	0	0	0	0.0210010500525026	0.00586785588545945	0.0315706393054459	0	0	0.119079121460704	0.00652997257411519	0	0.0136670701706431	0	0	0	0	0	0	0	0	0	0	0	0.00206198321545663	0	0	0	0.217555016316626	0	0	0.0278855761857179	0	0	0	0	0.00424718623911659	0	0	0	0	0.0043204009332066	0	0	0	0	0	0	0	0	0.0187343100153621	0	0	0	0
"o__Rhizobiales"	0.0469939534446568	0.0496376451901122	0.00528031893126345	0	0.00325658644608721	0.00796231172450401	0	0.0700866348681008	0.120891260395606	0.0322950475544575	0.105513057240834	0.00700035001750087	0	0.00315706393054459	0.0813256074006303	0	0.258004763164859	0.228549040094031	0.0395932316412436	0.0214768245538678	1.07382061735585	0.0318386840010613	0.0277015983822267	0.0177854565780782	0.0988743535138424	0.075148589256029	0.00853315129277242	0.340928461844423	0.139151731047534	0	0	0.0371156978782193	0.00227899450762324	0	0.232074818150329	3.94946029620952	0	0	0.0929519206190598	0.290755742980801	0.0115326951908661	0.0133396573190253	0.0287966595874879	0	0.106611431791529	0.0381116926673103	0.0278912242255205	0.0221385875581138	0.0086408018664132	0.0566446655501921	0	0	0	0.24242108281417	2.00615673588646	0.0198452073824171	0	1.61115066132114	0.04848394435535	0	0.225382762104609	0.0516427744635384
"o__Rhodobacterales"	0	0	0	0	0	0	0	0	0	0	0	0.00350017500875044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Rhodospirillales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Saccharibacteria_genera_incertae_sedis"	0.272564929979009	0.0918296436017075	0.125407574617507	0.402252614641995	0.182368840980884	0.116780571959392	0.932353686344059	0.138226418767643	0.104216603789316	0.332638989810912	0.307118363040283	0.56002800140007	0.363807064898486	0.476716653512234	0.10843414320084	0.7516633698975	1.40248743053718	0.153454355491707	0.200050012503126	0.279198719200281	0.273005241700641	0.25470947200849	0.229923266572481	0.177854565780782	0.461413649731265	0.059207979413841	0.0981312398668828	0.257590393393564	1.91751085383502	0.69524609088047	0.284040475767797	0.129904942573767	0.16864559356412	0.227478004884087	1.17076550051957	1.20492009036901	0.33478406427854	1.06541450777202	1.16887040178468	0.679169903451337	1.06293007342483	0.262346593940831	0.165580792628055	0.88341473773625	0.300035029470446	0.309975100360791	0.364578145233589	0.352204802060901	0.142573230795818	0.0689587232784947	0.46849956848724	0.388385426299242	0.415737172987224	0.609962724500169	0.936554314932693	0.102533571475822	1.29198966408269	0.1086589980891	0.227501585052027	0.387668451172236	4.76801119141991	0.525331671267029
"o__Selenomonadales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015230204541647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Sphingobacteriales"	0.0125317209185751	0	0.00132007973281586	0	0	0.00663525977042001	0	0	0.00208433207578631	0.0242212856658431	0	0	0	0	0	0	0.727705742259857	0	0	0	0.029120559114735	0.00884407888918369	0	0.00254077951115402	0	0.00455445995491085	0	0	0.0166982077257041	0	0	0	0	0	0	0.0418375031378127	0	0	0.171961053145261	0.0133170569304184	0.00192211586514435	0	0	0	0.0045690613624941	0	0	0	0	0	0.00308223400320552	0	0	0	0.0313054367108421	0	0	0.0224811720184346	0	0	0.248698220253361	0.00534235597898673
"o__Sphingomonadales"	0	0	0	0	0	0.001327051954084	0	0	0	0	0	0	0	0	0	0	0	0	0.00416770859381512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221950948840306	0	0	0	0	0.0395985318082822	0	0	0	0.0194418041994297	0	0	0	0	0	0	0	0	0	0	0	0	0.00178078532632891
"o__unknown_ Alphaproteobacteria"	0.187975813778627	0.0471557629306066	0	0	0	0.017251675403092	0	0.027255913559817	0	0.116262171196047	0.324075818668275	0.0700035001750088	0.31979814575754	0	0	0.00359647545405503	0.00330775337390844	0.146924382917592	0.352171376177378	0.0312390175328986	0.200203843913803	0	0.958475304025042	0.0355709131561563	0.294087820707839	0	0.0234661660551242	0.0416690342254295	0.166982077257041	0.136425648021828	0	0.0412396643091325	0.0364639121219718	0.00669052955541431	0.169726359542778	0.108777508158313	0.033478406427854	0.155440414507772	0.0395045662631004	1.03429142159582	0.194133702379579	0.0652161024485682	0.0539937367265397	0.0127415587173498	0.933611538402961	0.129579755068855	0.0219145333200518	0.796989152092097	0.0561652121316858	0.0270909270022658	0.249660954259647	0.0147956352875902	0.00337997701615629	0.0677736360555743	0.362621308567254	0.0264602765098895	0.0932363675111218	0.0449623440368691	0.00372953418118077	0	0.0466309162975052	0.110408690232392
"o__unknown_ Bacteria"	1.26883674300573	0.481485158344088	0.294377780417937	0.0905068382944489	0.045592210245221	0.0915665848317962	2.1434000506714	0.953956974593595	0.318902807595306	0.560319075069838	0.994837396842145	0.658032901645082	0.331533857528459	0.249408050513023	0.0609942055504727	0.0143859018162201	0.172003175443239	0.287318793261068	0.295907310160874	1.47799601702526	0.593331391962726	0.553639338462899	1.69533782099227	0.203262360892322	1.29804279484839	0.170792248309157	0.153596723269904	0.54359149194083	0.219859735055104	0.139049218176094	0.0481854378534655	0.614470998206075	0.141297659472641	0.00334526477770716	0.128160720471077	1.14216383566229	1.02778707733512	0.86139896373057	0.45081681500244	2.61902119631561	0.138392342290393	0.78111104523626	0.248371188942083	0.479932045020174	5.65497494631353	1.91320697189898	1.0180296842315	1.90995632660454	0.473083902186123	0.859521229435524	0.616446800641105	0	0.270398161292503	0.96968433125668	0.174788688302202	0.638354170801085	0.0106555848584139	0.438382854359474	0.648938947525454	0.195680265829795	0.641175099090697	0.822722820763957
"o__unknown_ Bacteroidetes"	0.576459162254457	0.245706343691055	0.219133235647433	0.227943148297131	0.250757156348715	0.1327051954084	0.334431213579934	0.667769882215516	0.1980115471997	0.12918019021783	0.382484832498022	0.378018900945047	0.334467785471189	0.132596685082873	0.355799532377757	0.356051069951448	0	0.326498628705759	0.385513044927899	0.523253543676051	0.265725101921957	0.111435394003715	0.487548131527189	0.274404187204634	0.354933576716357	0.325643886776126	0.351992490826862	0.611777184309715	0.411889123900701	0.658516108720747	0.542720194770612	0.352599129843083	0.202830511178468	0.00334526477770716	0.377554554901282	0.506233787967534	0.395045195848678	0.249352331606218	0.0255617781702414	0.0621462656752858	0.484373198016376	1.63929566609356	0.449947806054498	0.386493947759609	0.0807200840707291	0.457340312007724	0.561808945114055	0.406544971521726	0.408277888188024	0.219190227563787	0.548637652570583	0.273719252820418	0.239978368147097	0.508302270416808	0.172179901909632	0.105841106039558	0.202456112309864	0.052456068043014	0.152910901428412	0.321211002399852	0	0.698067847920933
"o__unknown_ Deltaproteobacteria"	0.20677339515649	0.0645289387471458	0.00528031893126345	0	0	0.0769690133368721	0	0.00584055290567507	0.0208433207578631	0.145327713995059	0.429588875909108	0.0210010500525026	0.132026757422838	0	0.0101657009250788	0.0251753281783852	0.631780894416512	0.0424448217317487	0.816870884387764	0.0331914561287047	0.0910017472335469	0.00176881577783674	0.343499819939611	0.0533563697342345	0.144508670520231	0	0	0.0321987991741955	0.111321384838027	0.0419771224682548	0	0.0103099160772831	0.0820438022744365	0	0	0.121328759099657	0.0234348844994978	0.123056994818653	0.0906281226035833	0.843413605593164	0.180678891323569	0.0533586292761013	0.0107987473453079	0	0.662513897561644	0.111794298490777	0.00597669090546867	0.245537062008171	0.0237622051326363	0.00738843463698158	0.527062014548144	0.0184945441094877	0.0270398161292503	0.0886270625342127	0.307836794323281	0.0297678110736257	0.199792216095261	0	0.00372953418118077	0.00738416097470925	0.485738711432346	0.137120470127326
"o__unknown_ Firmicutes"	0.369685767097967	0.558423508388762	0.279856903356963	0.341914722445696	0.130263457843488	0.517550262092761	0.99315936154041	0.311496154969337	0.170915230214478	0.0855818760193125	0.342917436032709	0.588029401470073	0.610257012087783	0.189423835832675	0.420182304903257	0.614997302643409	0.532548293199259	0.372208436724566	0.841877135950654	0.138623140302238	0.46592894583576	0.371451313345715	0.789495553893459	0.645357995833121	0.441131731061758	0.148019948534603	0.253861250959979	0.482981987612933	0.331181119893131	0.802812467205374	0.213030356825848	0.820669319751737	0.426171972925545	0.190680092329308	0.436439210252858	0.19663626474772	0.281218613993974	0.667098445595855	0.650663444333418	0.410609255354566	0.482451082151232	1.20649789529851	0.223174111803031	0.195370566999363	0.348771684003717	0.536104476853499	0.195238569578643	0.869442711373196	0.529249114317809	0.265983646931337	0.61952903464431	0.310708341039394	0.577976069762725	0.495268878867659	0.545236356047167	0.304293179863729	0.916380297823597	0.502079508411705	0.469921306828777	0.19937234631715	0.485738711432346	0.582316801709555
"o__Verrucomicrobiales"	0	0	0	0.00335210512201663	0	0	0	0	0	0	0	0	0.00586785588545945	0.00315706393054459	0	0.00359647545405503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262357015426593	0	0	0	0.224132740106379	0	0	0.0133913625711416	0.00323834196891192	0	0	0	0	0	0.0594606073476322	0	0	0	0	0	0	0	0.0147956352875902	0	0	0	0	0.0239750659314313	0.0187343100153621	0	0.00369208048735462	0	0
"o__Vibrionales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"o__Xanthomonadales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194812423466548	0	0	0	0	0	0	0.179901263492594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
