""	"67.AV770T"	"35.AV590"	"25.AV608"	"18.AV863"	"06.AV996"	"91.AV609"	"19.AV864"	"79.AV567"	"82.AV579"	"55.AV717T"	"40.AV521"	"10.AV587"	"12.AV596"	"01.AV967"	"34.AV589"	"03.AV971"	"49.AV555T"	"84.AV803"	"52.AV612TA"	"68.AV791T"	"94.AV802"	"24.AV580"	"69.AV782.2T"	"93.AV611"	"44.AV543"	"36.AV591"	"75.AV794TA"	"80.AV568"	"66.AV604T"	"04.AV972"	"02.AV968"	"45.AV571"	"92.AV610"	"08.AV583"	"76.AV833T"	"56.AV718T"	"17.AV817"	"11.AV588"	"50.AV555TA"	"53.AV650T"	"71.AV604TA"	"81.AV570"	"70.AV794T"	"86.AV866"	"54.AV650TA"	"42.AV541"	"73.AV791TA"	"74.AV782.2TA"	"43.AV542"	"83.AV814"	"13.AV597"	"05.AV974"	"09.AV584"	"41.AV527"	"51.AV612T"	"32.AV572"	"85.AV865"	"33.AV586"	"37.AV598"	"16.AV816"	"48.AV551T"	"72.AV770TA"
"f__Corynebacteriaceae"	0	0	0	0	0	0	0.00506713959969597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Deferribacteraceae"	0.773833766722015	4.77265958502929	4.29817961004845	4.40466613032985	4.2009965154525	0.200384845066684	0.942487965543451	1.06492747980142	2.59707776642975	5.48854333188006	0.45219881674643	4.95274763738187	1.54031216993311	3.75374901341752	2.07041442174105	5.40909908289876	0.241465996295316	6.08593443907536	0.77727765274652	0.333866999882854	0.378567268491555	1.71575130450164	0.534640848776974	2.86599928858174	3.7597606733597	2.25673490765832	2.39781551326905	1.84290774097013	0.384058777691194	3.72809318921188	9.13494458674647	2.18776419159948	0.656350418195492	0.0936674137758004	0.820921371666089	7.09564053217304	0.917308336123201	1.34391191709845	1.19443217995492	1.21851070913328	0.232576019682466	0.942669117211122	8.32943378568086	1.34211085156084	3.93700787401575	1.70486305198435	0.53790218149218	0.434721355686598	3.25326190270457	9.090237415033	0.471581802490445	3.57314592195302	0.878794024200635	1.28769908505591	0.14087446519879	2.28881391810544	0.285036894962572	1.47251676720746	1.93189870585164	5.67841978955141	0.722779202611331	0.612590152257145
"f__Desulfovibrionaceae"	0.67044706914377	0.630398093914425	0.492389740340317	0.408956824886028	0.527567004266128	0.416694313582377	0.369901190777806	0.926701061033778	0.533589011401296	1.17553973098225	0.220446923163884	0.336016800840041	0.586785588545946	0.732438831886345	0.518450747179019	1.1436791943895	0.0396930404869013	0.688912106569152	0.843960990247562	0.246007263071577	0.531450203843914	0.505881312461307	0.626056123438323	0.459881091518878	0.892404421458271	0.316534966866304	0.597320590494069	0.393961778131334	0.0890571078704218	0.671633959492077	0.707565113742994	0.859847000845413	0.515052758722851	0.143846385441408	0.803602355386214	3.38465400384905	0.184131235353197	0.553756476683937	0.392721864615527	1.16524248141161	0.134548110560105	0.20898796466473	0.428350311363882	0.424718623911659	1.14683440198602	0.50561512271965	0.402430520968224	0.446796948900115	0.619977533915147	0.531967293862673	0.200345210208359	0.754577399667099	0.429257081051849	0.818496989286552	0.310445580715851	1.05179599126811	0.820480034097871	0.23230544419049	0.432625965016969	0.299058519475724	1.83803528406	0.635740361499421
"f__Dietziaceae"	0	0.00496376451901122	0	0	0.0130263457843488	0	0.126678489992399	0	0	0	0	0	0	0	0	0	0	0	0.00208385429690756	0	0.0546010483401281	0	0	0	0.00253523983368827	0	0	0	0	0	0	0	0	0	0	0.418375031378127	0	0	0	0	0	0	0	0	0.0045690613624941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Enterobacteriaceae"	0.0219305116075065	0	0	0	0	0	0	0	0.0104216603789316	0.0177622761549516	0	0	0.0234714235418379	0	0	0	0	0	0.147953655080437	0.00195243859580616	0.00364006988934188	0	0	0	0	0	0	0	2.76355337860403	0.00524714030853185	0	0.0247437985854795	0	0.00669052955541432	0.0381018358157257	0	0	0	0	0.035512151814449	0.791911736439473	0	0	0	0.0045690613624941	0.00254077951115402	0	0	0.0475244102652726	0	0	0	0	0	0.109569028487947	0	0	0.00749372400614485	0	0	0.0427450066060465	0.00890392663164456
"f__Enterococcaceae"	0	0	0	0	0.00651317289217442	0.001327051954084	0	0	0	0	0.0433357199381995	0	0	0.0978689818468824	0	0.00719295090811005	0	0	0.00208385429690756	0.0136670701706431	0	0	0	0	1.01156069364162	0	0	0	0	0	0.00253607567649819	0.0453636307400458	0	0	0	0	0	0	0	0.00221950948840306	0	0	0	0	0	0.396361603740027	0.00796892120729156	0	0.0021602004666033	0.0911240271894395	0	0	0	0	0	0	0	0	0	0	0	0
"f__Erysipelotrichaceae"	0.266299069519722	0.0819021145636851	0.339260491333677	0.187717886832932	0.120493698505227	0.456505872204897	0.450975424372941	0.138226418767643	0.125059924547179	6.3734276348722	0.631194181708558	0.23451172558628	0.187771388334703	0.176795580110497	0.0406628037003152	0.377629922675778	20.1012172532416	0.643202298550346	8.408352088022	0.25967433324222	0.728013977868375	0.123817104448572	0.155128950940469	0.330301336450023	3.46060237298449	0.0409901395941976	0.236794948374435	0.113642820614808	13.375264388289	0.120684227096233	0.0760822702949455	0.449512340969544	0.373755099250211	0.986853109423611	0.211291998614479	6.17939921345495	0.294609976565115	0.327072538860103	10.2572444403132	1.5203639995561	15.0905316572483	0.211952332957847	0.31316367301393	0.441707368868125	0.775217411169832	0.294730423293866	0.247036557426038	0.205285084629782	0.181456839194677	0.0591074770958526	0.428430526445568	0.665803587941558	0.155478942743189	0.278914579151787	13.1274131274131	0.201759608387908	0.431551186765763	0.318483270261157	0.458732704285235	0.140299058519476	4.85738711432346	0.422046122339952
"f__Eubacteriaceae"	0.122184278956108	0.0570832919686291	0.124087494884692	0.053633681952266	0.0260526915686977	0.168535598168668	0.0709399543957436	0.190791394918719	0.07920461887988	0.0177622761549516	0.154501262388363	0.0840042002100105	0.0674803426827837	0.0505130228887135	0.0813256074006302	0.197806149973026	0.00661550674781688	0.048974794305864	0.348003667583563	0.189386543793197	0.280285381479325	0.088440788891837	0.2077619878667	0.157528329691549	0.136902951019166	0.0318812196843759	0.0575987712262138	0.115536867625054	0.286652565957921	0.0682128240109141	0.0532575892064619	0.103099160772831	0.24613140682331	0.00334526477770716	0.29442327675788	0	0.0435219283562102	0.077720207253886	0.162665861083355	0.150926645211408	0.236420251412756	0.111163810991878	0.0467945718296678	0.050966234869399	0.0822431045248938	0.0762233853346207	0.167347345353123	0.158995310644635	0.0518448111984792	0.0886612156437789	0.0770558500801381	0.0702792676160532	0.0912593794362199	0.221567656335531	0.626108734216842	0.0463054838923067	0.117211433442553	0.0861778260706658	0.04848394435535	0.059073287797674	0.0699463744462579	0.174516961980233
"f__Family I"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Flavobacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Geodermatophilaceae"	0	0	0	0	0	0	0.0152014187990879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762233853346207	0	0	0	0	0	0	0	0	0	0.00669052955541431	0	0	0	0	0	0	0	0	0	0	0	0.00762233853346206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Halomonadaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Intrasporangiaceae"	0	0	0	0	0	0	0.0202685583987839	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029120559114735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Lachnospiraceae"	46.2295184686237	60.6249379529435	64.0687497524851	67.3940734781443	75.881720780278	66.1362882356844	55.9057512034457	58.0414679256303	78.0686578985764	64.0055547481794	53.1766966876437	48.9254462723136	57.7279662011501	49.9731649565904	61.7701873877537	57.4393094767128	27.8810531886742	57.427843803056	31.7266816704176	44.0099183880667	46.6875364006989	77.8880339612629	46.1203911465692	65.4022053966157	43.2233039245513	73.768587889691	58.5800836248827	60.4920734132621	21.103751530669	51.3799979011439	54.1705764500013	56.4962781202961	63.6112946967798	65.52370120095	34.7107724281261	18.3290101246758	59.1831268831604	52.4449481865285	47.6471545093301	33.876373321496	19.8170145696383	52.5612142052529	43.7673229905331	64.3448715226163	47.0978845245892	44.4052035164388	39.3306106185875	53.4948779358786	65.1883694806878	65.6585558073096	33.0631241523857	57.8731274274089	57.1418914351382	49.1932330631077	15.6344568506731	57.7297082754515	49.0343376222062	61.8269699126981	65.9530824600007	66.0550119992616	32.2880236263309	40.7408066957528
"f__Lactobacillaceae"	5.02522008834863	0.208478109798472	0.432986152363603	0.231295253419147	3.16865861204285	1.83929400836042	0.70433240435774	1.0707680327071	1.68205598515956	3.93515154451065	4.37125522854882	6.3913195659783	3.91972773148691	12.9471191791634	0.172816915726339	9.40837978780795	3.67822175178619	1.95246179966044	9.06268233725098	15.5179819594674	4.23704135119394	0.992305651366411	9.00301947422366	0.48020732760811	8.66798499138018	0.138911028624781	12.4648007509173	3.43769532359793	14.107202493599	5.86892643509288	8.42230732165048	3.52805328164629	0.3236172200825	7.46997624862008	22.3242119847592	23.6842105263158	5.17910947438902	6.28562176165804	4.00622777868147	14.2758850294085	18.3292968900166	1.71488705756803	19.2181706921998	0.509662348693991	9.0391263954675	6.78388129478123	23.7673075007471	4.44381830257412	1.16650825196578	1.4161166387548	16.1385772407841	10.9894581098576	8.2809436895829	9.48830904778042	9.93425858290723	2.06390156777138	0.487493007272436	0.209824272172056	0.111886025435423	0.546427912128484	18.0073055102199	12.9676787463271
"f__Methylobacteriaceae"	0.0469939534446568	0.0496376451901122	0.00396023919844759	0	0.00325658644608721	0.00663525977042001	0	0.0700866348681008	0.114638264168247	0.025836038043566	0.0998605720315032	0	0	0	0.0813256074006303	0	0	0.215489094945801	0.0395932316412436	0.0175719473622555	1.01557949912638	0.0283010524453878	0.0277015983822267	0.0177854565780782	0.0912686340127776	0.075148589256029	0.00853315129277242	0.340928461844423	0.133585661805633	0	0	0.0371156978782193	0.00227899450762324	0	0.232074818150329	3.94946029620952	0	0	0.00232379801547649	0.261902119631561	0.0115326951908661	0.0133396573190253	0.0287966595874879	0	0.1035653908832	0.0330301336450022	0.0278912242255205	0.0221385875581138	0.0086408018664132	0.0566446655501921	0	0	0	0.218960978025702	1.9852864447459	0.0198452073824171	0	1.61115066132114	0.0447544101741692	0	0.0116577290743763	0.0463004184845517
"f__Microbacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00652997257411519	0	0	0	0	0	0	0.0076057195010648	0	0	0.00757618804098718	0.00278303462095068	0	0	0	0	0	0.00346380325597506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Micrococcaceae"	0	0	0	0	0	0	0.131745629592095	0	0	0	0	0.0280014000700035	0.00293392794272973	0	0	0.00719295090811005	0	0.00979495886117278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163166262237469	0	0	0	0.0133170569304184	0	0	0	0	0	0	0	0	0.0021602004666033	0	0	0	0	0.00782003492948935	0	0	0	0.0337217580276518	0	0.0184604024367731	0	0
"f__Moraxellaceae"	0	0	0	0.00335210512201663	0	0	0	0	0	0	0	0.0210010500525026	0	0	0	0	0.119079121460704	0.00652997257411519	0	0.0136670701706431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278855761857179	0	0	0	0	0	0	0	0	0	0.0043204009332066	0	0	0	0	0	0	0	0	0.0187343100153621	0	0	0	0
"f__Neisseriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0417405822811228	0	0	0	0	0	0	0
"f__Nocardioidaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254077951115402	0	0	0	0	0	0.00369890882189754	0	0	0	0	0	0	0	0	0	0
"f__Oxalobacteraceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Paenibacillaceae 1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278303462095068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Peptostreptococcaceae"	0.00939879068893136	0	0	0	0.0162829322304361	0	0	0.0486712742139589	0.00625299622735894	1.11902339776195	0	0	0.00293392794272973	0	0	0.00359647545405503	7.47221487165917	0	1.49412353088272	0.00390487719161232	0	0	0	0	1.29804279484839	0	0	0.0378809402049359	1.63085828787711	0.00787071046279778	0	0.119595026496484	0	0.0200715886662429	2.62902667128507	0.707053803029035	0	0.00323834196891192	2.77229103246346	1.14304738652758	1.28012916618614	0	0	0.0169887449564663	0.769125329353173	0.0304893541338483	0	0	0	0	0.00308223400320552	0	0	0.0104267132393191	4.44015444015444	0	0.00266389621460348	0.00374686200307243	0	0	4.37553431258258	0.0124654972843024
"f__Phyllobacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00979495886117278	0	0	0.00728013977868375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00697139404642948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00782635917771053	0	0	0	0	0	0.00388590969145877	0
"f__Planococcaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
