	14.AV-438.tg_wt.w5	11.AV-512.tg_tg.w5	24.AV-454.fl_fl.w12	50.AV-442.tg_wt.w20	7.AV-491.tg_tg.w5	45.AV-464.tg_tg.w20	15.AV-439.tg_wt.w5	48.AV-539.tg_tg.w20	29.AV-533.tg_tg.w12	30.AV-535.tg_tg.w12	49.AV-441.tg_wt.w20	35.AV-477.tg_wt.w12	44.AV-393.tg_tg.w20	20.AV-84.fl_fl.w12	40.AV-437.fl_fl.w20	43.AV-391.tg_tg.w20	32.AV-474.tg_wt.w12	51.AV-455.tg_wt.w20	25.AV-88.tg_tg.w12	36.AV-478.tg_wt.w12	28.AV-471.tg_tg.w12	52.Avn-91.tg_wt.w20	53.AV-501.tg_wt.w20	41.AV-440.fl_fl.w20	5.AV-484.fl_fl.w5	22.AV-452.fl_fl.w12	39.AV-436.fl_fl.w20	13.AV-458.tg_wt.w5	1.AV-522.fl_fl.w5	27.AV-470.tg_tg.w12	4.AV-483.fl_fl.w5	33.AV-475.tg_wt.w12	47.AV-468.tg_tg.w20	42.AV-443.fl_fl.w20	31.AV-472.tg_wt.w12	37.AV-434.fl_fl.w20	21.AV-451.fl_fl.w12	2.AV-531.fl_fl.w5	3.AV-482.fl_fl.w5	38.AV-435.fl_fl.w20	17.AV-486.tg_wt.w5	8.AV-492.tg_tg.w5	12.AV-513.tg_tg.w5	54.AV-518.tg_wt.w20	46.AV-489.tg_tg.w20	26.AV-87.tg_tg.w12	34.AV-476.tg_wt.w12	9.AV-510.tg_tg.w5	6.AV-487.fl_fl.w5	10.AV-511.tg_tg.w5	16.AV-485.tg_wt.w5	18.AV-526.tg_wt.w5	19.AV-83.fl_fl.w12	23.AV-453.fl_fl.w12
OTU_1	149.970397936313	91.9612638168835	4.41835764995249	127.253992787223	105.822452504318	122.571887837114	96.0622670467003	104.868046509384	124.850245053549	50	19.0531068587401	110.81251245268	75.5970357508294	0.0695257611241218	133.242900361081	102.136752136752	97.3110089588296	49.297170103412	132.223389723652	65.6734020618557	103.471930561389	83.7110290576337	115.83077066443	77.9712168402964	12.2485436893204	53.5084309802801	11.0224402915073	137.519472738167	112.190283184897	122.587631803933	113.876358021287	85.247402711745	86.4636041935377	10.0842179138521	124.610654272435	0.0976888866037687	4.79208566614122	139.80639378548	24.2772761219363	1.38844805314634	118.343152361099	153.389013139502	102.744689378758	68.9174001690785	31.195165459245	90.0303672721022	82.210321583673	55.1451187335092	66.3334844363856	123.021962746733	75.5798227177191	101.459526774595	5.88411588411588	29.6731323218744
OTU_699	71.4056751384954	58.2842609801428	2.52781038627089	31.3799955840141	26.8034542314335	73.2988033577425	44.3319447489586	60.6657982341873	63.8736612815393	28	4.57536013760482	56.6479378362224	54.1409568695544	0.180766978922717	69.6561595263654	62.5071225071225	46.4879374559608	38.0729456932318	100.060943574656	33.3616494845361	75.985813617061	62.774121046717	56.5520454757245	20.3039415744818	5.84615384615385	29.1706201771935	3.89349880943791	74.0767631198675	80.9610154125113	60.8245464044837	80.48254563503	40.7501320655045	60.1097992525714	5.53381875603123	35.5952806578477	0.0195377773207537	1.25998804152851	40.6907678518076	10.4229750831693	0.434766562096328	75.1010604549986	63.9397539837853	55.8196392785571	32.5217564274703	20.9996723579308	57.2623617716152	40.2445847654064	28.6194319416421	26.4702326987005	46.7120748772125	33.3537421182491	60.5728518057285	5.17232767232767	21.1784136739005
OTU_4	51.0293060430499	100.956666340605	0.998378892056571	62.8998307205417	69.3056994818653	74.7240578674763	80.0074545055909	107.196410479085	121.815211472137	142	7.18985164480757	73.3046423590357	50.2998356640104	77.7019906323185	63.3271526625679	67.1937321937322	72.3712377948529	80.0049538671125	91.5162341073868	65.8614432989691	122.978207102525	109.186707336651	82.9689684092815	32.9760498335302	11.6469006721434	93.1700485853101	16.3417273973591	80.9072005075248	107.0428243827	107.60710553814	47.5812055368665	78.6707921414736	66.8459172536958	1.75015352223879	76.760815159099	0.0488444433018844	10.7408816654889	77.0672243800418	4.23110869712811	2.04761026019561	60.0154083204931	98.6252446183953	42.5691382765531	112.909642448655	14.4562961884306	122.754827250329	83.8707270934911	32.6152413471985	53.7873980054397	37.8380131591141	21.5297450424929	82.0572851805728	16.6083916083916	45.1446130209334
OTU_2	63.1940626717977	7.32270370732662	10.1537257532562	121.352763671156	31.2663212435233	70.3125558135381	102.985748739312	13.7685144979978	20.451987656562	33	15.3111158890561	108.813707909942	19.6886918235093	0.0556206088992974	13.8694251976188	38.2905982905983	126.981176391638	118.47792432968	21.5614164127351	184.264742268041	10.1609967800644	83.894043987799	93.4507501630789	7.18290194393728	3.04227035100822	13.9445555873107	15.6288332491522	31.5405491135939	19.779211775372	47.3781704189228	18.7244250813434	141.435363368802	9.57634685980752	5.60049127116414	115.399356453343	0.136764441245276	0.475077458281241	21.1174185838064	8.41061850770589	2.86104447315003	55.7273633644521	28.0458484763769	33.613627254509	130.011437664727	10.7626779278459	7.18501117286426	147.340740148669	47.8907341300636	11.8570565125416	26.8862941340006	27.8671296719364	99.4483188044832	0.237262737262737	5.63395429229883
OTU_3	18.8256438448852	0.334539763278881	23.982335513444	9.76080076543755	12.1547495682211	4.54724057867476	28.168822626617	15.2718676122931	8.86367761844255	2	6.22575790152655	9.41860928471807	28.0543238969334	189.652371194379	2.63296574607202	9.84330484330484	9.66479884575378	15.4127190538114	5.070925711884	12.3480412371134	26.7235988613561	11.1517097447423	11.1368931134097	6.36666308667168	116.21926811053	97.470705915976	6.93700844216754	11.5313854721038	5.46157538264626	15.4497957632754	23.5862791595434	13.382637788343	9.50094255382478	4.9504342486183	12.4447622452628	43.8623100850922	16.0700114149046	13.0564684792351	15.4280670785525	163.037460786123	17.048853439681	0.956108470785574	6.38156312625251	9.05166840718086	6.80621791838072	7.55514811207242	7.45157594650041	20.8932174452895	103.770776669689	27.6081920118617	24.325139358494	5.67870485678705	224.83016983017	87.1657384290378
OTU_925	7.64113841079207	0.0371710848087645	6.26642070546146	2.09759328770148	2.20518134715026	2.0360778710484	12.0057005042754	5.99507888261688	3.62134688691233	2	1.43797032896151	4.10360629607491	14.2922700071316	88.8122072599532	1.16196610390033	4.57264957264957	4.55189074925343	7.43575453588458	2.37574866029211	4.88907216494845	12.111624434178	3.78230855675068	4.63889665455223	1.59166577166792	43.1026138909634	45.3849671334667	1.48062630781442	4.03129736016636	2.26974561356728	6.20879642823216	9.16836706557106	6.28983976052122	4.08439990739822	2.20019299938591	3.17912048623525	16.1382040669426	4.00717508289395	2.58858679414401	3.19913096612126	67.0802731131205	3.16867579080939	0.305423539278725	3.19839679358717	3.98726938186881	3.07109832902545	2.85223170801581	3.32081101963605	10.6751513270216	34.250528860683	9.64878139190066	5.52133784154254	0.970112079701121	103.161838161838	41.6708277318994
OTU_972	7.95449739924726	1.52401447715935	0.02124210408631	6.96400971516891	2.07392055267703	1.3573852473656	12.0556895417672	3.74004921117383	2.37974223997096	2	0.751666308320791	11.1448495716278	2.62751542587827	0.0139051522248244	4.66022575713217	4.52991452991453	10.9908398483374	12.1183974239891	2.27592728801093	10.0288659793814	3.79485743618461	0.0366029860330711	3.13391109868605	4.36687788637096	1.60059746079164	3.36667619319806	0.685475142506674	4.20540654847919	9.17017759052851	4.8731832430892	6.47548668174047	12.3407038462506	1.10592982108013	0.0333362575664532	8.31462281015374	0.0293066659811306	0.371799749959232	0.47684493576337	0.515988865503429	0.420741834286769	5.64850901839935	6.32093933463796	2.17795591182365	12.7554826197225	0.235174196366813	0.827364922935885	13.0605067540564	2.56557504268198	5.08159564823209	2.02483551107404	2.6738554326967	6.95641344956413	0	2.04340311119647
OTU_15	1.14094811181122	6.20757116306368	2.57029459444351	0.139839552513432	14.753713298791	0.882300410787641	0.0166630124972594	0.220002894774931	0	0	1.17652117824124	0.181709503885236	0.718737403491365	0.458870023419204	0.605705735011873	0.0997150997150997	0.0510015770224474	0.188246950275559	0.099821372281181	0.0156701030927835	0	0.109808958099213	0	0.38771345720116	3.25795369678865	0.445270077164904	9.73374702359478	0.468755506996088	1.79350434643486	0	19.8770197981581	0	0.35188676125277	1.50013159049039	0	22.4879816961876	5.12257433277165	1.43053480729011	11.0937606083237	2.84701974534047	7.7666999002991	0.371819960861057	3.9751503006012	0.132279079019345	1.36954384943027	3.1570503638343	0.0101244238403538	3.95157535309638	11.9862496222424	5.1413214715967	14.9492826464406	0.449564134495641	0.0474525474525475	0.817361244478586
OTU_6	0.449951368038229	8.10329648831067	3.56867348650008	0.279679105026864	13.3098445595855	0.47508483657796	0.0833150624862969	0.861678004535147	0.0344890179705936	0	4.34659213072458	0.075712293285515	1.96769092431242	0.0278103044496487	0.457369636641619	1.68091168091168	0.127503942556119	1.08241996408446	0.0199642744562362	0.0470103092783505	0.0177329786737599	0.0366029860330711	0	4.77499731500376	0.363256161314414	0.380108602457845	10.7756692402049	0.964297042963381	0.689029918404352	0	1.98036728616335	0	2.11132056751662	7.80068427055005	0	7.80534203964112	9.62548241561124	2.24798326859875	2.37354878131577	1.61284369809928	1.41212725459984	0.770198490355046	9.70180360721443	0.132279079019345	8.49393862171903	3.98441528677018	0.0101244238403538	13.8010243675307	3.24418253248716	12.4483365767769	5.01781961071004	0.283935242839352	0.0474525474525475	3.79489149222201
OTU_45	0.417811984606927	0.0743421696175291	0.16993683269048	0.39155074703761	0.0262521588946459	0.20360778710484	0.841482131111598	1.21001592126212	0.586313305500091	0	0.196086863040206	0.45427375971309	0.919041270038138	2.37778103044496	0.0618067076542728	0.427350427350427	0.255007885112237	0.329432162982228	0.978249448355574	1.04989690721649	1.22357552848943	0.292823888264569	0.336408536017147	0.12243582858984	0.227035100821509	0.564732780794513	0.438704091204272	0.26786028971205	0.0709295504239774	1.26341787783794	0.209562675784481	0.449274268608658	1.00539074643649	0.133345030265813	0.135859849839113	0.898737756754672	0.330488666630429	0.113534508515088	0.103197773100686	0.448791289905887	0.309979153448745	0.0531171372658652	0.0152304609218437	0.699189417673678	0.276675525137428	1.00154701197502	0.435350225135214	0.0147446841533447	1.46418857660925	0.052821795941062	0.156264278534223	0.0946450809464508	11.1038961038961	0.321106203188016
OTU_713	0.144627225440859	5.94737356940233	0.0637263122589301	0.363582836534923	1.75889464594128	5.22593320235756	0.291602718702039	6.58175326868336	5.51824287529497	14	0.0163405719200172	0.393703925084678	2.67464574741868	5.54815573770492	4.75911648937901	2.49287749287749	0.255007885112237	0.235308687844449	2.69517705159189	0.156701030927835	8.44089784870969	16.1663188312731	10.641133165595	0.04081194286328	0	11.6421834809946	0.767732159607475	8.69206640115603	8.20756226334595	7.18343307685	0.0209562675784481	0.0286770809750208	2.40037040711711	0.0666725151329064	1.05970682874508	0	0.640321791596456	1.33970720047804	0	0.014024727809559	1.30880087011692	3.42605535364831	1.85811623246493	4.95101695758118	0.774691470384797	1.98132126282015	0.192364052966723	0.442340524600341	1.49289815654276	1.28533036789918	0	1.79825653798257	0.854145854145854	4.52467831764932
